,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
763,34,False,2.0,1333,10,4,1,1055,3,0,87,3,1,3,Married,2220,18410,1,True,True,19,3,4,80,1,1,2,3,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
764,28,False,2.0,1144,10,1,1,1056,4,1,74,3,1,2,Married,1052,23384,1,True,False,22,4,2,80,0,1,5,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
765,38,False,1.0,1186,3,4,1,1060,3,1,44,3,1,3,Married,2821,2997,3,True,False,16,3,1,80,1,8,2,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
766,50,False,2.0,1464,2,4,1,1061,2,1,62,3,5,3,Married,19237,12853,2,True,True,11,3,4,80,1,29,2,2,8,1,7,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
767,37,False,2.0,124,3,3,1,1062,4,0,35,3,2,2,Single,4107,13848,3,True,False,15,3,1,80,0,8,3,2,4,3,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,40,False,2.0,300,26,3,1,1066,3,1,74,3,2,1,Married,8396,22217,1,True,False,14,3,2,80,1,8,3,2,7,7,7,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
769,26,False,1.0,921,1,1,1,1068,1,0,66,2,1,3,Divorced,2007,25265,1,True,False,13,3,3,80,2,5,5,3,5,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770,46,False,2.0,430,1,4,1,1069,4,1,40,3,5,4,Divorced,19627,21445,9,True,False,17,3,4,80,2,23,0,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
771,54,False,2.0,1082,2,4,1,1070,3,0,41,2,3,3,Married,10686,8392,6,True,False,11,3,2,80,1,13,4,3,9,4,7,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
772,56,False,1.0,1240,9,3,1,1071,1,0,63,3,1,3,Married,2942,12154,2,True,False,19,3,2,80,1,18,4,3,5,4,0,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
773,36,False,2.0,796,12,5,1,1073,4,0,51,2,3,4,Single,8858,15669,0,True,False,11,3,2,80,0,15,2,2,14,8,7,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
774,55,False,0.0,444,2,1,1,1074,3,1,40,2,4,1,Single,16756,17323,7,True,False,15,3,2,80,0,31,3,4,9,7,6,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
775,43,False,2.0,415,25,3,1,1076,3,1,79,2,3,4,Divorced,10798,5268,5,True,False,13,3,3,80,1,18,5,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
776,20,True,1.0,769,9,3,1,1077,4,0,54,3,1,4,Single,2323,17205,1,True,True,14,3,2,80,0,2,3,3,2,2,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
777,21,True,2.0,1334,10,3,1,1079,3,0,36,2,1,1,Single,1416,17258,1,True,False,13,3,1,80,0,1,6,2,1,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
778,46,False,2.0,1003,8,4,1,1080,4,0,74,2,2,1,Divorced,4615,21029,8,True,True,23,4,1,80,3,19,2,3,16,13,1,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
779,51,True,2.0,1323,4,4,1,1081,1,1,34,3,1,3,Married,2461,10332,9,True,True,12,3,3,80,3,18,2,4,10,0,2,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
780,28,True,0.0,1366,24,2,1,1082,2,1,72,2,3,1,Single,8722,12355,1,True,False,12,3,1,80,0,10,2,2,10,7,1,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,26,False,2.0,192,1,2,1,1083,1,1,59,2,1,1,Married,3955,11141,1,True,False,16,3,1,80,2,6,2,3,5,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
782,30,False,2.0,1176,20,3,1,1084,3,1,85,3,2,1,Married,9957,9096,0,True,False,15,3,3,80,1,7,1,2,6,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
783,41,False,2.0,509,7,2,1,1085,2,0,43,4,1,3,Married,3376,18863,1,True,False,13,3,3,80,0,10,3,3,10,6,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
784,38,False,2.0,330,17,1,1,1088,3,0,65,2,3,3,Married,8823,24608,0,True,False,18,3,1,80,1,20,4,2,19,9,1,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,40,False,2.0,1492,20,4,1,1092,1,1,61,3,3,4,Married,10322,26542,4,True,False,20,4,4,80,1,14,6,3,11,10,11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,27,False,0.0,1277,8,5,1,1094,1,1,87,1,1,3,Married,4621,5869,1,True,False,19,3,4,80,3,3,4,3,3,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
787,55,False,1.0,1091,2,1,1,1096,4,1,65,3,3,2,Married,10976,15813,3,True,False,18,3,2,80,1,23,4,3,3,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
788,28,False,2.0,857,10,3,1,1097,3,0,59,3,2,3,Single,3660,7909,3,True,False,13,3,4,80,0,10,4,4,8,7,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
789,44,True,2.0,1376,1,2,1,1098,2,1,91,2,3,1,Married,10482,2326,9,True,False,14,3,4,80,1,24,1,3,20,6,3,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,33,False,2.0,654,5,3,1,1099,4,1,34,2,3,4,Divorced,7119,21214,4,True,False,15,3,3,80,1,9,2,3,3,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,35,True,2.0,1204,4,3,1,1100,4,1,86,3,3,1,Single,9582,10333,0,True,True,22,4,1,80,0,9,2,3,8,7,4,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
792,33,True,1.0,827,29,4,1,1101,1,0,54,2,2,3,Single,4508,3129,1,True,False,22,4,2,80,0,14,4,3,13,7,3,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
793,28,False,2.0,895,15,2,1,1102,1,1,50,3,1,3,Divorced,2207,22482,1,True,False,16,3,4,80,1,4,5,2,4,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
794,34,False,1.0,618,3,1,1,1103,1,1,45,3,2,4,Single,7756,22266,0,True,False,17,3,3,80,0,7,1,2,6,2,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,37,False,2.0,309,10,4,1,1105,4,0,88,2,2,4,Divorced,6694,24223,2,True,True,14,3,3,80,3,8,5,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
796,25,True,2.0,1219,4,1,1,1106,4,1,32,3,1,4,Married,3691,4605,1,True,True,15,3,2,80,1,7,3,4,7,7,5,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
797,26,True,2.0,1330,21,3,1,1107,1,1,37,3,1,3,Divorced,2377,19373,1,True,False,20,4,3,80,1,1,0,2,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
798,33,True,2.0,1017,25,3,1,1108,1,1,55,2,1,2,Single,2313,2993,4,True,True,20,4,2,80,0,5,0,3,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
799,42,False,2.0,469,2,2,1,1109,4,1,35,3,4,1,Married,17665,14399,0,True,False,17,3,4,80,1,23,3,3,22,6,13,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
800,28,True,1.0,1009,1,3,1,1111,1,1,45,2,1,2,Divorced,2596,7160,1,True,False,15,3,1,80,2,1,2,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
801,50,True,1.0,959,1,4,1,1113,4,1,81,3,2,3,Single,4728,17251,3,True,True,14,3,4,80,0,5,4,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
802,33,False,1.0,970,7,3,1,1114,4,0,30,3,2,2,Married,4302,13401,0,True,False,17,3,3,80,1,4,3,3,3,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
803,34,False,0.0,697,3,4,1,1115,3,1,40,2,1,4,Married,2979,22478,3,True,False,17,3,4,80,3,6,2,3,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
804,48,False,0.0,1262,1,4,1,1116,1,1,35,4,4,4,Single,16885,16154,2,True,False,22,4,3,80,0,27,3,2,5,4,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
805,45,False,0.0,1050,9,4,1,1117,2,0,65,2,2,3,Married,5593,17970,1,True,False,13,3,4,80,1,15,2,3,15,10,4,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
806,52,False,2.0,994,7,4,1,1118,2,1,87,3,3,2,Single,10445,15322,7,True,False,19,3,4,80,0,18,4,3,8,6,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,38,False,2.0,770,10,4,1,1119,3,1,73,2,3,3,Divorced,8740,5569,0,True,True,14,3,2,80,2,9,2,3,8,7,2,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
808,29,False,2.0,1107,28,4,1,1120,3,0,93,3,1,4,Divorced,2514,26968,4,True,False,22,4,1,80,1,11,1,3,7,5,1,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
809,28,False,2.0,950,3,3,1,1121,4,0,93,3,3,2,Divorced,7655,8039,0,True,False,17,3,2,80,3,10,3,2,9,7,1,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
810,46,False,2.0,406,3,1,1,1124,1,1,52,3,4,3,Married,17465,15596,3,True,False,12,3,4,80,1,23,3,3,12,9,4,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
811,38,False,2.0,130,2,2,1,1125,4,1,32,3,3,2,Single,7351,20619,7,True,False,16,3,3,80,0,10,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
812,43,False,1.0,1082,27,3,1,1126,3,0,83,3,3,1,Married,10820,11535,8,True,False,11,3,3,80,1,18,1,3,8,7,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
813,39,True,1.0,203,2,3,1,1127,1,1,84,3,4,4,Divorced,12169,13547,7,True,False,11,3,4,80,3,21,4,3,18,7,11,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,40,False,2.0,1308,14,3,1,1128,3,1,44,2,5,3,Single,19626,17544,1,True,False,14,3,1,80,0,21,2,4,20,7,4,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
815,21,False,2.0,984,1,1,1,1131,4,0,70,2,1,2,Single,2070,25326,1,True,True,11,3,3,80,0,2,6,4,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
816,39,False,0.0,439,9,3,1,1132,3,1,70,3,2,2,Single,6782,8770,9,True,False,15,3,3,80,0,9,2,2,5,4,0,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
817,36,False,0.0,217,18,4,1,1133,1,1,78,3,2,4,Single,7779,23238,2,True,False,20,4,1,80,0,18,0,3,11,9,0,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
818,31,False,1.0,793,20,3,1,1135,3,1,67,4,1,4,Married,2791,21981,0,True,False,12,3,1,80,1,3,4,3,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
819,28,False,2.0,1451,2,1,1,1136,1,1,67,2,1,2,Married,3201,19911,0,True,False,17,3,1,80,0,6,2,1,5,3,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
820,35,False,1.0,1182,11,2,1,1137,4,1,54,3,2,4,Divorced,4968,18500,1,True,False,11,3,4,80,1,5,3,3,5,2,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
821,49,False,2.0,174,8,4,1,1138,4,1,56,2,4,2,Married,13120,11879,6,True,False,17,3,2,80,1,22,3,3,9,8,2,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
822,34,False,1.0,1003,2,2,1,1140,4,1,95,3,2,3,Single,4033,15834,2,True,False,11,3,4,80,0,5,3,2,3,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
823,29,False,1.0,490,10,3,1,1143,4,0,61,3,1,2,Divorced,3291,17940,0,True,False,14,3,4,80,2,8,2,2,7,5,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
824,42,False,2.0,188,29,3,1,1148,2,1,56,1,2,4,Single,4272,9558,4,True,False,19,3,1,80,0,16,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825,29,False,2.0,718,8,1,1,1150,2,1,79,2,2,4,Married,5056,17689,1,True,True,15,3,3,80,1,10,2,2,10,7,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
826,38,False,2.0,433,1,3,1,1152,3,1,37,4,1,3,Married,2844,6004,1,True,False,13,3,4,80,1,7,2,4,7,6,5,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,28,False,1.0,773,6,3,1,1154,3,1,39,2,1,3,Divorced,2703,22088,1,True,True,14,3,4,80,1,3,2,3,3,1,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
828,18,True,0.0,247,8,1,1,1156,3,1,80,3,1,3,Single,1904,13556,1,True,False,12,3,4,80,0,0,0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829,33,True,2.0,603,9,4,1,1157,1,0,77,3,2,1,Single,8224,18385,0,True,True,17,3,1,80,0,6,3,3,5,2,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
830,41,False,2.0,167,12,4,1,1158,2,1,46,3,1,4,Married,4766,9051,3,True,True,11,3,1,80,1,6,4,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831,31,True,1.0,874,15,3,1,1160,3,1,72,3,1,3,Married,2610,6233,1,True,False,12,3,3,80,1,2,5,2,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832,37,False,2.0,367,25,2,1,1161,3,0,52,2,2,4,Divorced,5731,17171,7,True,False,13,3,3,80,2,9,2,3,6,2,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,27,False,2.0,199,6,3,1,1162,4,1,55,2,1,3,Married,2539,7950,1,True,False,13,3,3,80,1,4,0,3,4,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
834,34,False,2.0,1400,9,1,1,1163,2,0,70,3,2,3,Married,5714,5829,1,True,False,20,4,1,80,0,6,3,2,6,5,1,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
835,35,False,2.0,528,8,4,1,1164,3,1,100,3,1,3,Single,4323,7108,1,True,False,17,3,2,80,0,6,2,1,5,4,1,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,29,True,2.0,408,23,1,1,1165,4,0,45,2,3,1,Married,7336,11162,1,True,False,13,3,1,80,1,11,3,1,11,8,3,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
837,40,False,1.0,593,9,4,1,1166,2,0,88,3,3,3,Single,13499,13782,9,True,False,17,3,3,80,0,20,3,2,18,7,2,13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
838,42,True,1.0,481,12,3,1,1167,3,1,44,3,4,1,Single,13758,2447,0,True,True,12,3,2,80,0,22,2,2,21,9,13,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
839,42,False,2.0,647,4,4,1,1171,2,1,45,3,2,1,Single,5155,2253,7,True,False,13,3,4,80,0,9,3,4,6,4,1,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
840,35,False,2.0,982,1,4,1,1172,4,1,58,2,1,3,Married,2258,16340,6,True,False,12,3,2,80,1,10,2,3,8,0,1,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841,24,False,2.0,477,24,3,1,1173,4,1,49,3,1,2,Single,3597,6409,8,True,False,22,4,4,80,0,6,2,3,4,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842,28,True,2.0,1485,12,1,1,1175,3,0,79,3,1,4,Married,2515,22955,1,True,True,11,3,4,80,0,1,4,2,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
843,26,False,2.0,1384,3,4,1,1177,1,1,82,4,1,4,Married,4420,13421,1,True,False,22,4,2,80,1,8,2,3,8,7,0,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844,30,False,2.0,852,10,3,1,1179,3,1,72,2,2,3,Married,6578,2706,1,True,False,18,3,1,80,1,10,3,3,10,3,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
845,40,False,1.0,902,26,2,1,1180,3,0,92,2,2,4,Married,4422,21203,3,True,True,13,3,4,80,1,16,3,1,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846,35,False,2.0,819,2,3,1,1182,3,1,44,2,3,2,Divorced,10274,19588,2,True,False,18,3,2,80,1,15,2,4,7,7,6,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
847,34,False,1.0,669,1,3,1,1184,4,1,97,2,2,1,Single,5343,25755,0,True,False,20,4,3,80,0,14,3,3,13,9,4,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,35,False,1.0,636,4,4,1,1185,4,1,47,2,1,4,Married,2376,26537,1,True,False,13,3,2,80,1,2,2,4,2,2,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849,43,True,2.0,1372,9,3,1,1188,1,0,85,1,2,3,Single,5346,9489,8,True,False,13,3,2,80,0,7,2,2,4,3,1,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
850,32,False,0.0,862,2,1,1,1190,3,0,76,3,1,1,Divorced,2827,14947,1,True,False,12,3,3,80,3,1,3,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
851,56,False,2.0,718,4,4,1,1191,4,0,92,3,5,1,Divorced,19943,18575,4,True,False,13,3,4,80,1,28,2,3,5,2,4,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
852,29,False,2.0,1401,6,1,1,1192,2,0,54,3,1,4,Married,3131,26342,1,True,False,13,3,1,80,1,10,5,3,10,8,0,8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
853,19,False,2.0,645,9,2,1,1193,3,1,54,3,1,1,Single,2552,7172,1,True,False,25,4,3,80,0,1,4,3,1,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
854,45,False,2.0,1457,7,3,1,1195,1,0,83,3,1,3,Married,4477,20100,4,True,True,19,3,3,80,1,7,2,2,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
855,37,False,2.0,977,1,3,1,1196,4,0,56,2,2,4,Married,6474,9961,1,True,False,13,3,2,80,1,14,2,2,14,8,3,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
